,name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,selling_price
901,Maruti Ertiga VDI,2012,73000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,471692.21832314215
902,Maruti Alto 800 LXI,2014,15000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,241613.9490483176
903,Nissan Sunny XE,2011,25000,Petrol,Individual,Manual,Second Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0,281975.56012177427
904,Maruti Wagon R VXI BS IV,2011,60000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,232067.93450142635
905,Ford Endeavour 2.2 Titanium AT 4X2,2016,85000,Diesel,Individual,Automatic,Second Owner,12.62 kmpl,2198 CC,158 bhp,385Nm@ 1600-2500rpm,7.0,1178028.7406549011
906,Chevrolet Enjoy 1.3 TCDi LS 7,2016,110000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0,363517.99917510664
907,Mahindra Xylo D4,2014,160000,Diesel,Individual,Manual,First Owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0,582770.7637852922
908,Maruti Alto LXi BSIII,2010,20000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,164126.02563408768
909,Chevrolet Beat Diesel LT,2012,110000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,189424.0265392406
910,Maruti Vitara Brezza ZDi Plus Dual Tone,2016,90000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,639686.0974899913
911,Hyundai Verna 1.6 SX,2014,80000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,652454.9451757933
912,Maruti Alto 800 LXI,2014,40000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,236130.18325170112
913,Hyundai i20 Magna,2010,50000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5.0,207551.96886261232
914,Ford Endeavour 2.5L 4X2,2011,298000,Diesel,Individual,Manual,Second Owner,13.1 kmpl,2499 CC,141 bhp,330Nm@ 1800rpm,7.0,490385.08385227324
915,Lexus ES 300h,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5.0,5149950.434593255
916,Maruti Vitara Brezza LDi,2017,16200,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,762826.7764248726
917,Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,57000,Diesel,Dealer,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,617899.7998817846
918,Maruti Vitara Brezza VDi Option,2017,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,722728.7215653906
919,Maruti Swift VXI Optional,2015,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,419568.0241435102
920,Toyota Innova 2.5 G4 Diesel 8-seater,2011,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,603978.0581042353
921,Toyota Innova Crysta 2.7 ZX AT BSIV,2016,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,7.0,1508653.0473976496
922,Hyundai i20 1.2 Asta Dual Tone,2018,2388,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,559660.9749746048
923,Hyundai Creta 1.6 CRDi SX Plus,2017,25000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,1017075.9784964621
924,Volkswagen Vento Diesel Highline,2011,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,353867.2075791746
925,Maruti Wagon R VXI BS IV,2017,35000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,450894.2178941465
926,Tata Indica V2 DLS TC,2004,40000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5.0,80286.03383097041
927,Renault KWID RXT Optional,2018,10000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,379694.98682379886
928,Maruti Ritz VDi,2011,89000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5.0,295132.89035803964
929,Chevrolet Enjoy 1.3 TCDi LTZ 7,2017,40000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.74 bhp,172.5Nm@ 1750rpm,7.0,431985.7494070746
930,Tata Indica V2 eLS,2017,40000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,362583.34395485977
931,Ford Endeavour 3.2 Titanium AT 4X4,2018,35000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,470Nm@ 1750-2500rpm,7.0,2546563.9427903933
932,Hyundai Grand i10 Asta,2016,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,423944.0274525917
933,Toyota Fortuner 3.0 Diesel,2010,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7.0,960991.5336952535
934,Mercedes-Benz S-Class S 350 CDI,2017,37000,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,620Nm@ 1600-2400rpm,5.0,5008156.971213705
935,Maruti Ritz VXi (ABS) BS IV,2011,47000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5.0,285351.2116255964
936,BMW X4 M Sport X xDrive20d,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5.0,4086204.229383328
937,Maruti Celerio ZXI AMT BSIV,2018,30000,Petrol,Individual,Automatic,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,536713.9213733621
938,Maruti Wagon R VXI BSIII,2012,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,264613.3424929033
939,Honda City i DTEC V,2015,80000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,589736.6615948894
940,Renault KWID RXE,2017,5000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,342296.8170910605
941,Hyundai Santro Xing XL eRLX Euro II,2006,100000,Petrol,Individual,Manual,Second Owner,,,,,,129412.78708942753
942,Volkswagen Polo 1.2 MPI Comfortline,2016,120000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1199 CC,74 bhp,110Nm@ 3000-4300rpm,5.0,332155.58818446746
943,Maruti Swift VXI Optional,2017,30000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,521020.2309639657
944,Maruti 800 Std,2010,70000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,114031.27491534901
945,Hyundai Grand i10 Magna,2015,39414,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,406594.2548221425
946,Maruti SX4 VDI,2014,50000,Diesel,Individual,Manual,Second Owner,21.79 kmpl,1248 CC,88.73 bhp,200Nm@ 1750rpm,5.0,511957.83034600795
947,Maruti Alto K10 VXI,2019,15000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,561371.1691550121
948,Maruti Ertiga VDI,2013,90000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7.0,488558.8443518051
949,Toyota Camry 2.5 Hybrid,2016,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5.0,1256372.2161768249
950,Maruti Swift Dzire AMT ZDI,2016,50000,Diesel,Individual,Automatic,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,552177.8485809973
951,Honda Mobilio S i DTEC,2015,120000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,666430.8427875078
952,Maruti Alto K10 LXI,2013,27000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,294281.1085066955
953,Maruti 800 AC,2005,55425,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,67252.16502718082
954,Honda City 2017-2020 GXi,2007,120000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,137140.04838447
955,Renault KWID RXL,2019,15000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,421179.15160389006
956,Chevrolet Spark 1.0 LT,2010,50000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0,127946.6239475384
957,Hyundai Grand i10 Magna,2016,30000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,415215.27892456064
958,Tata Hexa XT,2017,70000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7.0,907041.7776944297
959,Hyundai Santro GLS I - Euro I,1999,140000,Petrol,Individual,Manual,Third Owner,,,,,,55189.146925437075
960,Skoda Rapid 1.5 TDI AT Style Plus,2017,31000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0,866107.748009812
961,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,70000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,806093.1160094881
962,Maruti Alto 800 LX,2014,60000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,231832.91957625138
963,Hyundai Creta 1.4 E Plus,2019,15000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5.0,865958.5089827962
964,Tata New Safari DICOR 2.2 VX 4x4,2009,150000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0,320897.0717918618
965,Maruti Alto K10 2010-2014 VXI,2011,35000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,222091.34004059114
966,Honda City S,2011,110000,Petrol,Individual,Manual,Third Owner,16.8 kmpl,1497 CC,116.4 bhp,146Nm@ 4800rpm,5.0,324704.59846271185
967,Skoda Kodiaq 2.0 TDI Style,2018,40000,Diesel,Individual,Automatic,First Owner,16.25 kmpl,1968 CC,148 bhp,340nm@ 1750-3000rpm,7.0,1516440.615556064
968,Maruti Alto LXi,2009,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,132807.4253105628
969,Tata Zest Quadrajet 1.3 XT,2017,35000,Diesel,Individual,Manual,First Owner,20.65 kmpl,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5.0,482897.9295247951
970,Maruti Swift Dzire LXi,2009,90000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,192017.3007562387
971,Maruti Ertiga SHVS ZDI Plus,2017,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,810851.9441159125
972,Mahindra XUV500 W10 2WD,2016,25000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,1030954.8571398675
973,Hyundai i10 Magna,2013,82246,Petrol,Dealer,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5.0,300328.4204361267
974,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,200000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,293061.62234482693
975,Mahindra Scorpio S10 7 Seater,2015,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7.0,754696.5941878534
976,Toyota Fortuner 2.8 4WD AT BSIV,2017,50000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,450Nm@ 1600-2400rpm,7.0,2415879.4903142625
977,Hyundai EON 1.0 Era Plus,2018,120000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,440596.140125972
978,Maruti Swift Dzire ZDI,2014,90000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,428175.3949120429
979,Honda Accord VTi-L MT,2006,60000,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,"20@ 4,700(kgm@ rpm)",5.0,260374.4443968203
980,Hyundai Xcent 1.2 VTVT S,2018,40000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,537034.3332609567
981,Hyundai Santro LE,2001,80000,Petrol,Individual,Manual,Second Owner,,,,,,76704.89485069188
982,Maruti Swift Dzire VDi,2012,108000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,345205.18638801883
983,Mahindra Bolero DI,2011,80000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,380797.09746417706
984,Maruti Ritz VDi,2012,70000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,351243.8549667775
985,Honda City 2017-2020 EXi,2006,140000,Petrol,Individual,Manual,Third Owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,120826.38901697342
986,Hyundai i20 Asta 1.4 CRDi,2013,60000,Diesel,Individual,Manual,Second Owner,21.27 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0,411508.818349898
987,Tata Indigo CS eVX,2013,60000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5.0,217966.3876886959
988,Maruti Alto 800 LXI Anniversary Edition,2014,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,247828.528804382
989,Maruti Wagon R VXI BS IV,2008,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,154022.5241017507
990,Maruti Alto LXi,2007,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,106947.38076877751
991,Honda Brio V MT,2012,26000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,331927.4202707416
992,Maruti Alto LXi,2006,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,89174.04191965018
993,Maruti 800 DX,1999,100000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,35707.56622462504
994,Maruti Swift Dzire VXi,2010,143000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,228667.78893431803
995,Hyundai i10 Magna 1.1L,2008,100000,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,138587.02890395984
996,Hyundai i20 2015-2017 Sportz 1.2,2017,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,453860.42038724915
997,Hyundai i20 Era Diesel,2009,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,289745.26534081163
998,Hyundai i10 Asta,2012,25000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,272830.78031421977
999,Honda City i DTec SV,2016,110000,Diesel,Individual,Manual,First Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,677185.4592038103
